"mutillatus","Ambrosiodmus tachygraphus","Ambrosiodmus obliquus","Euwallacea validus"
0.997657210244241,0.997037550918921,0.949627740228363,1
0.994898748217944,0.992505504325193,0.91695792797058,1
0.991968743448339,0.987137132304107,0.889810693262975,1
0.988928444332811,0.981171125595073,0.866087461184888,1
0.98580886622217,0.974743486990655,0.844827461682884,1
0.982629150428634,0.967946048512244,0.825475386845678,1
0.979402426082768,0.96084664130797,0.807668705006735,1
0.976138318466166,0.953498218050588,0.791152065530627,1
0.972844215536641,0.945943673900018,0.775735999630611,1
0.96952598125295,0.93821867319798,0.761274483897015,1
0.9661883900633,0.930353436526786,0.74765167717796,1
0.962835407700705,0.922373937544441,0.734773566579377,1
0.959470381287557,0.9143027421188,0.722562438447629,1
0.956096172963734,0.906159619123402,0.710953070647698,1
0.952715256772144,0.897961999145611,0.699890023294163,1
0.949329790756989,0.889725328225018,0.689325657776603,1
0.945941671820184,0.881463346908802,0.679218654425541,1
0.942552578266141,0.873188314754913,0.669532881064832,1
0.939164003353618,0.864911194055775,0.660236514384209,1
0.935777282147098,0.856641802446057,0.651301347265507,1
0.932393613287524,0.848388941327863,0.642702235381559,1
0.929014076850177,0.840160505187978,0.634416649793385,1
0.925639649146703,0.831963575588733,0.626424311384776,1
0.922271215110448,0.823804502696879,0.618706889297997,1
0.918909578748673,0.815688976552862,0.611247750005791,0.999999999999999
0.91555547203238,0.807622089797376,0.604031746869489,0.999999999999999
0.912209562511368,0.799608393210846,0.597045042379442,0.999999999999999
0.908872459880122,0.791651945149069,0.590274957010568,0.999999999999998
0.905544721673255,0.783756355750208,0.583709839927312,0.999999999999997
0.902226858233454,0.775924826627681,0.577338957759235,0.999999999999996
0.898919337067189,0.768160186638018,0.571152398424802,0.999999999999995
0.895622586681929,0.760464924213794,0.565140987566347,0.999999999999993
0.892336999981606,0.752841216672892,0.559296215616515,0.99999999999999
0.889062937283639,0.745290956852009,0.55361017387675,0.999999999999986
0.885800729010074,0.737815777360915,0.54807549827446,0.999999999999981
0.88255067809671,0.730417072711966,0.542685319694376,0.999999999999974
0.879313062157072,0.723096019544736,0.537433219963987,0.999999999999965
0.876088135432348,0.715853595136899,0.532313192722418,0.999999999999954
0.872876130553708,0.708690594368411,0.52731960852406,0.999999999999939
0.869677260139507,0.701607645285808,0.522447183628354,0.99999999999992
0.86649171824668,0.694605223396239,0.517690952009637,0.999999999999896
0.863319681692906,0.687683664806209,0.513046240189454,0.999999999999865
0.860161311263891,0.680843178307421,0.508508644550748,0.999999999999827
0.857016752818169,0.674083856501248,0.504074010841096,0.999999999999778
0.853886138300269,0.667405686043947,0.499738415612305,0.999999999999718
0.850769586671664,0.660808557086496,0.495498149377567,0.999999999999643
0.847667204767789,0.654292271975736,0.49134970129611,0.99999999999955
0.8445790880884,0.647856553277156,0.487289745219703,0.999999999999436
0.841505321527688,0.641501051174058,0.483315126956265,0.999999999999296
0.838445980049811,0.63522535029284,0.479422852623684,0.999999999999126
0.835401129314882,0.629028975999725,0.47561007798234,0.999999999998919
0.832370826259876,0.622911400210287,0.471874098648069,0.999999999998668
0.829355119638439,0.616872046749568,0.468212341098766,0.999999999998367
0.826354050523168,0.610910296297406,0.464622354397767,0.999999999998004
0.823367652773535,0.605025490950663,0.461101802565802,0.999999999997569
0.820395953472339,0.599216938431508,0.457648457540849,0.999999999997051
0.817438973333236,0.593483915968471,0.4542601926718,0.999999999996434
0.814496727081686,0.587825673874908,0.45093497669765,0.999999999995703
0.811569223811406,0.58224143884751,0.44767086816897,0.999999999994838
0.808656467318232,0.576730417005763,0.444466010272918,0.999999999993818
0.805758456413101,0.571291796691596,0.441318626026971,0.999999999992619
0.802875185215727,0.565924751047003,0.438227013810042,0.999999999991212
0.800006643430385,0.560628440386052,0.435189543202765,0.999999999989566
0.79715281660511,0.555402014376451,0.432204651111436,0.999999999987646
0.794313686375477,0.550244614044689,0.429270838152563,0.99999999998541
0.791489230694064,0.545155373617748,0.426386665277156,0.999999999982814
0.788679424046579,0.540133422213371,0.423550750615802,0.999999999979805
0.785884237655559,0.535177885390017,0.420761766527334,0.999999999976326
0.783103639672479,0.530287886566807,0.418018436835452,0.999999999972312
0.780337595359042,0.525462548322996,0.415319534239029,0.99999999996769
0.777586067258348,0.520700993585812,0.412663877883119,0.999999999962379
0.77484901535661,0.516002346714886,0.410050331078791,0.999999999956289
0.772126397235998,0.511365734490847,0.407477799160936,0.999999999949317
0.769418168219183,0.506790287015164,0.404945227474112,0.999999999941352
0.766724281506096,0.502275138527771,0.402451599477331,0.999999999932268
0.764044688303369,0.497819428148546,0.399995934959409,0.999999999921926
0.761379337946909,0.493422300548294,0.397577288357242,0.999999999910172
0.758728178018012,0.489082906554461,0.395194747169913,0.999999999896835
0.756091154453405,0.484800403696438,0.392847430462167,0.999999999881727
0.753468211649561,0.480573956694978,0.390534487451237,0.999999999864639
0.750859292561623,0.476402737899912,0.388255096171539,0.999999999845342
0.748264338797254,0.47228592768005,0.386008462212095,0.999999999823582
0.745683290705686,0.468222714768902,0.383793817522011,0.999999999799082
0.743116087462243,0.464212296569551,0.381610419279631,0.999999999771535
0.740562667148593,0.460253879421831,0.379457548821343,0.999999999740607
0.73802296682896,0.456346678834677,0.377334510626296,0.999999999705928
0.735496922622513,0.452489919686363,0.375240631353562,0.999999999667097
0.732984469772149,0.448682836395117,0.373175258928524,0.999999999623672
0.730485542709847,0.444924673062443,0.371137761675508,0.999999999575171
0.728000075118786,0.441214683591308,0.36912752749387,0.999999999521069
0.725527999992396,0.437552131781195,0.367143963074961,0.999999999460791
0.723069249690499,0.433936291401892,0.365186493157558,0.999999999393713
0.720623755992689,0.430366446247746,0.363254559819523,0.999999999319154
0.718191450149098,0.426841890173978,0.361347621803593,0.999999999236373
0.715772262928672,0.423361927116568,0.359465153875348,0.999999999144568
0.713366124665099,0.419925871097087,0.357606646211547,0.999999999042863
0.710972965300482,0.416533046213759,0.355771603817107,0.999999998930313
0.708592714426897,0.413182786619951,0.353959545969158,0.99999999880589
0.706225301325917,0.409874436491201,0.352170005686661,0.999999998668483
0.703870655006217,0.406607349981813,0.350402529224207,0.999999998516889
0.701528704239345,0.403380891171964,0.348656675588691,0.999999998349807
0.699199377593757,0.400194434006213,0.346932016077623,0.999999998165833
0.696882603467185,0.397047362224245,0.34522813383794,0.999999997963449
0.694578310117436,0.393939069284581,0.343544623444239,0.99999999774102
0.69228642569168,0.390868958281991,0.341881090495403,0.999999997496781
0.690006878254315,0.387836441859243,0.340237151228693,0.999999997228833
0.687739595813451,0.384840942113789,0.338612432150382,0.999999996935133
0.685484506346116,0.381881890499975,0.33700656968212,0.999999996613479
0.683241537822201,0.37895872772725,0.335419209822209,0.999999996261508
0.681010618227235,0.376070903654899,0.333850007821064,0.999999995876681
0.678791675584026,0.373217877183706,0.33229862787014,0.999999995456272
0.67658463797323,0.370399116144974,0.330764742803678,0.999999994997357
0.67438943355289,0.367614097187274,0.329248033812627,0.9999999944968
0.672205990576999,0.364862305661277,0.327748190170173,0.999999993951243
0.670034237413117,0.362143235502983,0.326264908968302,0.999999993357089
0.667874102559111,0.359456389115646,0.324797894864873,0.999999992710488
0.66572551465903,0.356801277250664,0.323346859840715,0.999999992007324
0.663588402518164,0.354177418887698,0.321911522966267,0.999999991243197
0.661462695117338,0.351584341114225,0.320491610177318,0.999999990413406
0.659348321626447,0.34902157900477,0.319086854059439,0.999999989512933
0.657245211417288,0.346488675499972,0.317696993640682,0.999999988536422
0.655153294075714,0.343985181285697,0.316321774192208,0.999999987478162
0.65307249941314,0.341510654672341,0.314960947036444,0.999999986332064
0.651002757477417,0.339064661474466,0.31361426936247,0.999999985091643
0.648943998563133,0.336646774890927,0.312281504048284,0.99999998374999
0.646896153221326,0.33425657538559,0.310962419489658,0.999999982299755
0.644859152268673,0.331893650568762,0.309656789435296,0.999999980733119
0.642832926796145,0.329557595079436,0.308364392828007,0.999999979041766
0.640817408177181,0.327248010468436,0.307085013651648,0.99999997721686
0.638812528075373,0.324964505082554,0.305818440783579,0.999999975249017
0.636818218451711,0.322706693949741,0.304564467852401,0.999999973128269
0.634834411571384,0.320474198665424,0.303322893100747,0.999999970844042
0.632861040010172,0.318266647280013,0.302093519252921,0.999999968385117
0.630898036660437,0.316083674187642,0.300876153387175,0.999999965739599
0.62894533473674,0.313924920016191,0.29967060681244,0.999999962894882
0.627002867781088,0.311790031518636,0.298476694949323,0.999999959837612
0.625070569667836,0.309678661465755,0.297294237215186,0.999999956553647
0.623148374608261,0.307590468540224,0.296123056913162,0.999999953028019
0.621236217154809,0.305525117232128,0.294962981124933,0.999999949244891
0.619334032205045,0.303482277735906,0.293813840607121,0.999999945187515
0.617441755005312,0.301461625848755,0.292675469691152,0.999999940838183
0.615559321154103,0.299462842870496,0.291547706186455,0.999999936178185
0.613686666605179,0.297485615504923,0.29043039128686,0.999999931187755
0.611823727670421,0.295529635762639,0.289323369480079,0.999999925846023
0.609970441022445,0.293594600865385,0.288226488460138,0.999999920130959
0.608126743696984,0.291680213151857,0.287139599042657,0.999999914019319
0.606292573095039,0.28978617998503,0.286062555082862,0.999999907486586
0.604467866984831,0.287912213660967,0.284995213396227,0.999999900506911
0.602652563503534,0.28605803131912,0.283937433681649,0.99999989305305
0.600846601158822,0.284223354854117,0.282889078447052,0.999999885096298
0.59904991883023,0.282407910829022,0.281850012937342,0.999999876606422
0.597262455770331,0.28061143039007,0.280820105064614,0.999999867551592
0.595484151605749,0.278833649182859,0.27979922534053,0.999999857898304
0.593714946338002,0.277074307269984,0.278787246810795,0.999999847611309
0.591954780344201,0.275333149050118,0.277784044991646,0.999999836653531
0.590203594377587,0.273609923178501,0.276789497808287,0.999999824985985
0.588461329567937,0.271904382488855,0.275803485535191,0.999999812567696
0.586727927421825,0.270216283916678,0.274825890738216,0.999999799355605
0.585003329822767,0.268545388423925,0.273856598218453,0.999999785304482
0.583287479031225,0.266891460925046,0.27289549495776,0.999999770366829
0.581580317684509,0.265254270214378,0.271942470065916,0.999999754492784
0.579881788796558,0.263633588894853,0.270997414729328,0.999999737630017
0.578191835757614,0.262029193308033,0.270060222161262,0.999999719723623
0.5765104023338,0.260440863465423,0.269130787553516,0.999999700716018
0.574837432666592,0.258868382981072,0.268209008029507,0.999999680546818
0.573172871272204,0.257311539005422,0.267294782598709,0.99999965915273
0.571516663040883,0.255770122160401,0.266388012112411,0.999999636467423
0.569868753236121,0.254243926475733,0.265488599220731,0.999999612421405
0.568229087493781,0.252732749326451,0.264596448330863,0.999999586941896
0.566597611821154,0.251236391371588,0.263711465566495,0.999999559952686
0.564974272595944,0.24975465649404,0.262833558728387,0.999999531374002
0.563359016565174,0.24828735174156,0.261962637256033,0.999999501122359
0.561751790844036,0.246834287268892,0.26109861219041,0.999999469110414
0.56015254291468,0.245395276281,0.26024139613775,0.999999435246811
0.558561220624933,0.243970134977388,0.25939090323431,0.999999399436018
0.556977772186972,0.242558682497495,0.258547049112121,0.999999361578167
0.555402146175944,0.241160740867129,0.257709750865653,0.99999932156888
0.553834291528526,0.239776134945943,0.256878927019407,0.999999279299093
0.55227415754145,0.238404692375921,0.256054497496364,0.999999234654877
0.550721693869975,0.237046243530854,0.255236383587296,0.999999187517247
0.549176850526319,0.235700621466803,0.254424507920893,0.999999137761966
0.547639577878048,0.234367661873514,0.253618794434682,0.999999085259352
0.546109826646435,0.233047203026777,0.252819168346724,0.999999029874062
0.544587547904773,0.231739085741709,0.252025556128053,0.999998971464884
0.543072693076663,0.230443153326943,0.251237885475836,0.999998909884516
0.541565213934266,0.229159251539713,0.250456085287239,0.999998844979337
0.540065062596529,0.2278872285418,0.24968008563397,0.999998776589172
0.538572191527376,0.226626934856345,0.248909817737477,0.999998704547053
0.537086553533883,0.225378223325501,0.248145213944789,0.999998628678965
0.535608101764424,0.224140949068899,0.247386207704973,0.999998548803593
0.53413678970679,0.222914969442936,0.246632733546193,0.999998464732055
0.532672571186299,0.221700144000846,0.24588472705335,0.999998376267626
0.531215400363872,0.220496334453551,0.245142124846284,0.99999828320546
0.529765231734103,0.219303404631271,0.24440486455853,0.999998185332298
0.528322020123309,0.218121220445885,0.243672884816601,0.999998082426169
0.526885720687557,0.216949649854021,0.242946125219787,0.99999797425608
0.525456288910692,0.215788562820864,0.242224526320456,0.999997860581701
0.52403368060234,0.214637831284668,0.241508029604843,0.999997741153038
0.522617851895903,0.213497329121954,0.240796577474303,0.999997615710093
0.521208759246546,0.212366932113392,0.240090113227038,0.999997483982524
0.519806359429173,0.211246517910334,0.239388581040245,0.99999734568928
0.518410609536393,0.210135966002005,0.238691925952725,0.999997200538241
0.517021466976485,0.209035157683322,0.238000093847885,0.999997048225835
0.515638889471346,0.207943976023345,0.237313031437168,0.999996888436654
0.514262835054446,0.206862305834331,0.236630686243867,0.999996720843051
0.512893262068768,0.20579003364139,0.235953006587333,0.999996545104727
0.511530129164752,0.204727047652723,0.235279941567546,0.999996360868314
0.510173395298231,0.203673237730441,0.234611441050065,0.999996167766933
0.50882301972837,0.202628495361941,0.23394745565132,0.999995965419752
0.507478962015594,0.201592713631837,0.233287936724248,0.999995753431525
0.506141182019531,0.200565787194426,0.232632836344276,0.999995531392115
0.50480963989694,0.199547612246687,0.231982107295612,0.999995298876015
0.503484296099647,0.198538086501801,0.231335703057868,0.999995055441845
0.502165111372483,0.197537109163171,0.230693577792976,0.999994800631837
0.500852046751218,0.196544580898947,0.230055686332421,0.999994533971314
0.499545063560507,0.195560403817035,0.229421984164745,0.999994254968144
0.498244123411829,0.19458448144058,0.228792427423354,0.999993963112183
0.496949188201435,0.193616718683926,0.228166972874587,0.999993657874709
0.495660220108301,0.192657021829023,0.227545577906059,0.999993338707831
0.494377181592082,0.191705298502293,0.226928200515267,0.999993005043891
0.493100035391071,0.19076145765193,0.226314799298448,0.999992656294841
0.491828744520168,0.189825409525628,0.225705333439682,0.999992291851612
0.49056327226885,0.188897065648741,0.225099762700247,0.999991911083462
0.489303582199145,0.187976338802845,0.224498047408193,0.99999151333731
0.488049638143624,0.187063143004712,0.223900148448159,0.999991097937045
0.486801404203386,0.186157393485681,0.223306027251408,0.999990664182828
0.485558844746055,0.18525900667141,0.222715645786075,0.999990211350366
0.484321924403792,0.184367900162021,0.222128966547633,0.999989738690177
0.483090608071303,0.183483992712605,0.221545952549564,0.999989245426822
0.481864860903862,0.182607204214101,0.220966567314225,0.999988730758137
0.480644648315342,0.181737455674534,0.220390774863919,0.999988193854427
0.479429935976252,0.180874669200592,0.219818539712151,0.999987633857649
0.478220689811786,0.180018767979563,0.21924982685507,0.999987049880573
0.477016875999875,0.179169676261595,0.218684601763096,0.999986441005925
0.475818460969259,0.178327319342293,0.218122830372719,0.999985806285499
0.474625411397559,0.177491623545638,0.217564479078477,0.999985144739258
0.473437694209359,0.176662516207221,0.217009514725096,0.999984455354405
0.472255276574306,0.175839925657786,0.216457904599798,0.999983737084438
0.47107812590521,0.175023781207085,0.215909616424763,0.999982988848173
0.469906209856161,0.174214013128015,0.21536461834976,0.999982209528751
0.468739496320656,0.173410552641067,0.214822878944914,0.999981397972619
0.467577953429731,0.172613331899042,0.214284367193633,0.999980552988481
0.466421549550108,0.171822283972059,0.213749052485677,0.999979673346231
0.465270253282353,0.171037342832834,0.213216904610367,0.999978757775859
0.464124033459044,0.170258443342229,0.212687893749933,0.999977804966325
0.46298285914295,0.169485521235058,0.212161990472996,0.999976813564411
0.461846699625217,0.168718513106165,0.211639165728184,0.99997578217355
0.460715524423574,0.167957356396738,0.211119390837873,0.999974709352617
0.459589303280542,0.167201989380887,0.210602637492057,0.999973593614699
0.458468006161656,0.166452351152457,0.210088877742336,0.999972433425835
0.457351603253704,0.165708381612076,0.209578083996028,0.999971227203725
0.456240064962969,0.164970021454446,0.209070229010396,0.999969973316411
0.455133361913488,0.164237212155854,0.208565285886987,0.999968670080927
0.45403146494532,0.163509895961913,0.208063228066086,0.999967315761915
0.452934345112831,0.162788015875523,0.207564029321274,0.999965908570213
0.451841973682976,0.162071515645039,0.207067663754099,0.999964446661412
0.450754322133615,0.161360339752665,0.206574105788845,0.999962928134373
0.449671362151818,0.16065443340304,0.206083330167402,0.999961351029722
0.448593065632199,0.159953742512038,0.205595311944242,0.999959713328295
0.447519404675252,0.15925821369576,0.205110026481484,0.999958012949566
0.446450351585698,0.158567794259727,0.20462744944406,0.999956247750027
0.445385878870855,0.157882432188257,0.204147556794965,0.999954415521537
0.444325959239003,0.157202076134039,0.20367032479061,0.999952513989631
0.443270565597775,0.156526675407879,0.203195729976251,0.999950540811801
0.442219671052554,0.155856179968639,0.202723749181512,0.999948493575725
0.441173248904879,0.155190540413341,0.202254359515988,0.999946369797469
0.440131272650866,0.154529707967454,0.201787538364938,0.999944166919642
0.439093715979644,0.153873634475343,0.201323263385046,0.99994188230952
0.438060552771795,0.15322227239089,0.200861512500276,0.999939513257118
0.437031757097807,0.152575574768276,0.200402263897793,0.999937056973227
0.436007303216551,0.151933495252923,0.199945496023962,0.999934510587412
0.43498716557375,0.151295988072595,0.199491187580428,0.999931871145959
0.433971318800471,0.150663008028649,0.199039317520255,0.999929135609784
0.432959737711631,0.150034510487445,0.19858986504415,0.999926300852297
0.431952397304509,0.149410451371891,0.198142809596747,0.999923363657218
0.430949272757265,0.14879078715315,0.197698130862961,0.999920320716352
0.429950339427485,0.148175474842473,0.197255808764409,0.99991716862731
0.428955572850723,0.147564471983186,0.196815823455896,0.999913903891194
0.42796494873906,0.146957736642801,0.196378155321962,0.999910522910218
0.426978442979676,0.146355227405276,0.195942784973496,0.999907021985297
0.425996031633433,0.145756903363391,0.195509693244405,0.99990339731357
0.425017690933464,0.145162724111268,0.195078861188348,0.999899644985888
0.424043397283779,0.144572649737008,0.194650270075522,0.999895760984234
0.423073127257879,0.143986640815458,0.194223901389513,0.999891741179108
0.422106857597384,0.143404658401094,0.193799736824193,0.999887581326841
0.421144565210668,0.142826664021034,0.193377758280684,0.99988327706687
0.420186227171509,0.14225261966816,0.192957947864361,0.999878823918949
0.419231820717745,0.141682487794356,0.192540287881923,0.99987421728031
0.418281323249949,0.141116231303865,0.1921247608385,0.999869452422759
0.417334712330103,0.140553813546752,0.191711349434822,0.999864524489722
0.416391965680294,0.139995198312477,0.191300036564434,0.999859428493232
0.415453061181416,0.139440349823575,0.190890805310953,0.999854159310851
0.414517976871881,0.138889232729444,0.190483638945383,0.999848711682537
0.413586690946342,0.13834181210023,0.190078520923468,0.999843080207448
0.412659181754429,0.13779805342082,0.189675434883092,0.999837259340681
0.41173542779949,0.137257922584928,0.189274364641731,0.999831243389952
0.410815407737349,0.136721385889286,0.188875294193931,0.999825026512209
0.409899100375068,0.136188410027917,0.188478207708851,0.999818602710182
0.408986484669724,0.13565896208652,0.188083089527829,0.999811965828864
0.408077539727195,0.135133009536934,0.187689924162002,0.999805109551927
0.407172244800951,0.134610520231694,0.187298696289956,0.999798027398068
0.406270579290866,0.134091462398682,0.186909390755423,0.99979071271729
0.405372522742027,0.133575804635857,0.186521992565014,0.999783158687106
0.404478054843566,0.133063515906079,0.186136486885989,0.999775358308677
0.403587155427488,0.132554565532009,0.185752859044063,0.999767304402877
0.402699804467523,0.132048923191096,0.185371094521252,0.999758989606284
0.401815982077977,0.131546558910644,0.184991178953754,0.999750406367094
0.400935668512597,0.131047443062959,0.184613098129861,0.999741546940966
0.400058844163444,0.130551546360572,0.184236837987907,0.999732403386784
0.399185489559779,0.130058839851539,0.183862384614256,0.999722967562345
0.398315585366954,0.129569294914822,0.183489724241313,0.999713231119968
0.397449112385318,0.129082883255734,0.18311884324557,0.99970318550202
0.396586051549122,0.128599576901464,0.182749728145694,0.999692821936369
0.395726383925446,0.128119348196667,0.182382365600628,0.999682131431745
0.394870090713128,0.127642169799135,0.182016742407738,0.999671104773026
0.394017153241699,0.127168014675522,0.181652845500983,0.999659732516435
0.393167552970339,0.126696856097149,0.181290661949115,0.999648004984656
0.392321271486827,0.126228667635868,0.18093017895391,0.999635912261858
0.391478290506511,0.125763423159991,0.180571383848421,0.999623444188638
0.390638591871284,0.125301096830291,0.18021426409527,0.999610590356869
0.389802157548563,0.124841663096053,0.179858807284955,0.999597340104463
0.388968969630288,0.1243850966912,0.179505001134192,0.999583682510041
0.388139010331918,0.123931372630469,0.17915283348428,0.999569606387511
0.387312261991444,0.123480466205652,0.178802292299493,0.999555100280553
0.386488707068403,0.123032352981894,0.178453365665494,0.99954015245701
0.385668328142912,0.122587008794051,0.178106041787778,0.999524750903181
0.384851107914696,0.122144409743096,0.177760308990138,0.999508883318024
0.384037029202135,0.121704532192595,0.177416155713154,0.999492537107251
0.383226074941314,0.121267352765221,0.177073570512705,0.999475699377333
