"Xyleborinus saxeseni","Euwallacea fornicatus","Xyleborus posticus","Xyleborus affinis"
0.982753578429959,0.99489417959839,0.876343858380777,0.988889731319074
0.969308837940281,0.989726279200114,0.812359287799093,0.98293187475947
0.957196783562704,0.984568341632665,0.764429694273436,0.978089659926966
0.945959365772837,0.979435761713424,0.725632151186326,0.973863572138171
0.935383031067512,0.974335619541434,0.692943007434864,0.970048835644353
0.925342335049412,0.96927185466926,0.664693379557351,0.966536272475062
0.915754005288336,0.964246862225974,0.639841557776995,0.963259041589997
0.906558346952937,0.959262160128535,0.617684892969795,0.960172496945907
0.897710238988389,0.954318719949819,0.59772321355173,0.957244962058344
0.889174229716964,0.949417150508252,0.579586016520625,0.954452940974093
0.880921630912297,0.944557808253167,0.56299027839276,0.951778400134535
0.872928683147208,0.939740867771957,0.547714427266958,0.949207118345192
0.865175338402173,0.934966369003396,0.53358147904204,0.946727631010344
0.857644419198363,0.930234250073877,0.520447671842649,0.944330525350598
0.850321018278039,0.925544370854506,0.508194553305506,0.94200795319785
0.843192057964962,0.920896530303555,0.496723319695607,0.939753284184505
0.836245959004062,0.916290479514902,0.485950671011027,0.937560852635388
0.829472386564404,0.911725931719489,0.475805714776559,0.935425768830725
0.822862051944298,0.907202570074401,0.466227612501418,0.9333437756082
0.816406555335319,0.902720053813015,0.45716376297928,0.931311137603524
0.810098259414322,0.898278023159477,0.448568380733242,0.929324554443051
0.803930186463836,0.893876103296852,0.4404013700222,0.927381091816763
0.797895933714565,0.889513907600437,0.43262742312582,0.925478126104733
0.791989602987583,0.885191040293297,0.425215291036647,0.923613299419537
0.786205741692683,0.880907098642411,0.41813718824919,0.921784482753693
0.780539292943445,0.876661674785852,0.41136830296843,0.919989745505691
0.774985553063973,0.872454357260909,0.40488639100625,0.91822733007808
0.769540135143167,0.868284732287779,0.398671436712225,0.916495630547108
0.764198937578236,0.864152384851973,0.392705368044475,0.914793174629402
0.758958116766121,0.860056899619828,0.386971815701759,0.913118608340086
0.753814063267979,0.855997861714731,0.381455908369123,0.911470682864431
0.748763380900939,0.851974857376469,0.376144097758691,0.909848243262648
0.743802868312313,0.847987474521958,0.371024008384175,0.908250218702635
0.738929502671116,0.844035303222373,0.3660843079858,0.906675613973985
0.734140425175172,0.840117936109086,0.36131459528959,0.905123502082479
0.72943292812287,0.836234968718741,0.356705302391215,0.903593017760574
0.724804443339712,0.832385999786097,0.352247609537131,0.90208335175831
0.72025253178309,0.828570631491908,0.34793337046221,0.900593745802241
0.715774874176075,0.824788469671962,0.343755046754621,0.899123488128714
0.711369262543371,0.821039123992484,0.339705649971286,0.897671909513015
0.70703359254121,0.817322208096347,0.33577869043314,0.896238379728322
0.70276585648837,0.813637339723865,0.331968131798203,0.894822304378603
0.69856413701843,0.809984140811442,0.328268350649425,0.893423122057998
0.694426601284201,0.806362237570878,0.324674100449297,0.892040301796234
0.690351495654427,0.802771260551742,0.3211804793088,0.890673340755417
0.6863371408506,0.799210844688944,0.317782901098061,0.88932176214844
0.682381927478316,0.795680629337306,0.314477069492979,0.887985113353315
0.67848431191324,0.792180258294743,0.311258954608338,0.886662964201229
0.674642812506576,0.788709379815447,0.308124771915467,0.885354905419024
0.670856006079077,0.785267646614276,0.305070963182774,0.884060547209298
0.667122524676233,0.781854715863454,0.302094179211735,0.882779517953478
0.663441052560358,0.778470249182486,0.29919126417015,0.881511463024989
0.65981032341802,0.775113912622153,0.296359241349482,0.880256043701254
0.656229117763571,0.771785376643299,0.293595300194551,0.879012936164571
0.652696260521634,0.768484316091065,0.290896784472379,0.877781830583102
0.649210618773152,0.765210410165158,0.288261181462877,0.87656243026422
0.645771099651232,0.761963342386637,0.285686112067931,0.875354450873299
0.64237664837436,0.758742800561705,0.28316932174739,0.874157619711859
0.639026246405845,0.755548476742876,0.280708672200907,0.872971675049596
0.635718909729387,0.752380067187904,0.278302133723661,0.871796365505421
0.632453687231666,0.749237272316768,0.275947778171939,0.870631449473176
0.629229659183679,0.746119796667026,0.273643772481522,0.869476694588107
0.626045935813343,0.743027348847762,0.271388372687923,0.86833187723059
0.622901655962529,0.739959641492379,0.269179918402899,0.867196782063969
0.61979598582234,0.736916391210425,0.267016827706401,0.866071201603653
0.616728117740961,0.733897318538644,0.264897592417312,0.864954935814924
0.613697269098917,0.730902147891399,0.262820773710019,0.863847791737116
0.610702681247002,0.727930607510631,0.260784998047149,0.862749583132088
0.607743618502561,0.724982429415466,0.258788953401715,0.861660130155075
0.60481936720014,0.722057349351596,0.256831385744514,0.860579259046189
0.601929234792863,0.719155106740539,0.254911095774922,0.859506801841007
0.599072549001165,0.716275444628852,0.253026935875296,0.858442596098796
0.596248657005812,0.713418109637406,0.251177807271035,0.85738648464709
0.593456924682343,0.710582851910777,0.249362657380006,0.856338315341409
0.590696735874307,0.707769425066821,0.24758047733652,0.855297940839034
0.587967491702867,0.704977586146499,0.245830299676356,0.854265218385846
0.58526860991052,0.702207095563994,0.244111196170552,0.853240009615302
0.582599524236859,0.699457717057171,0.242422275796738,0.852222180358713
0.579959683824431,0.696729217638415,0.240762682837756,0.851211600466058
0.577348552652917,0.694021367545894,0.239131595098206,0.850208143636609
0.574765608999954,0.69133394019526,0.23752822223031,0.849211687258728
0.57221034492707,0.688666712131831,0.235951804161259,0.84822211225822
0.569682265789272,0.686019462983268,0.234401609614793,0.847239302954697
0.567180889766965,0.683391975412774,0.232876934720403,0.846263146925431
0.564705747418932,0.680784035072828,0.231377101704053,0.845293534876224
0.562256381255229,0.678195430559468,0.229901457654813,0.844330360518854
0.559832345328888,0.675625953367138,0.228449373362239,0.843373520454689
0.557433204845414,0.67307539784411,0.227020242219724,0.842422914064094
0.555058535789133,0.670543561148492,0.225613479189447,0.841478443401276
0.552707924565483,0.668030243204816,0.22422851982483,0.840540013094245
0.550380967658422,0.665535246661227,0.222864819346777,0.839607530249588
0.548077271302175,0.663058376847268,0.221521851770204,0.838680904361769
0.545796451166562,0.660599441732266,0.220199109077655,0.837760047226699
0.543538132055247,0.658158251884316,0.218896100437011,0.836844872859329
0.541301947616238,0.655734620429871,0.217612351460548,0.835935297415036
0.539087540064032,0.653328363013929,0.216347403502763,0.835031239114595
0.536894559912843,0.650939297760826,0.215100812994584,0.834132618172531
0.53472266572035,0.648567245235614,0.213872150811772,0.833239356728664
0.532571523841486,0.64621202840605,0.21266100167542,0.832351378782689
0.530440808191762,0.643873472605157,0.211466963582662,0.831468610131608
0.528330200019687,0.641551405494387,0.210289647265791,0.830590978309867
0.526239387687857,0.639245657027356,0.209128675678121,0.829718412532071
0.524168066462305,0.636956059414163,0.207983683505043,0.828850843638119
0.522115938309736,0.63468244708627,0.206854316698825,0.827988204040646
0.52008271170228,0.632424656661961,0.2057402320358,0.827130427674661
0.518068101429438,0.630182526912352,0.204641096694681,0.826277449949251
0.516071828416875,0.627955898727953,0.203556587854809,0.825429207701258
0.514093619551779,0.625744615085785,0.202486392313239,0.824585639150843
0.512133207514483,0.62354852101703,0.201430206119622,0.823746683858811
0.510190330616079,0.621367463575217,0.200387734227909,0.822912282685645
0.508264732641764,0.619201291804936,0.199358690163967,0.822082377752149
0.506356162699675,0.617049856711068,0.198342795708261,0.821256912401622
0.504464375074979,0.61491301122853,0.197339780592785,0.820435831163499
0.502589129088988,0.612790610192526,0.196349382211511,0.81961907971838
0.500730188963101,0.610682510309289,0.195371345343622,0.81880660486439
0.498887323687357,0.608588570127323,0.194405421888892,0.817998354484804
0.497060306893432,0.606508650009124,0.193451370614566,0.817194277516882
0.495248916731862,0.60444261210337,0.192508956913167,0.81639432392185
0.493452935753368,0.602390320317593,0.19157795257067,0.815598444655996
0.49167215079407,0.600351640291299,0.190658135544518,0.814806591642801
0.489906352864464,0.598326439369553,0.189749289750999,0.814018717746088
0.488155337042013,0.596314586576998,0.188851204861508,0.813234776744123
0.486418902367189,0.594315952592329,0.187963676107272,0.812454723304642
0.48469685174285,0.592330409723182,0.187086504092113,0.811678512960753
0.482988991836818,0.590357831881463,0.186219494612864,0.810906102087676
0.481295132987531,0.588398094559085,0.185362458487073,0.810137447880298
0.479615089112653,0.58645107480412,0.184515211387646,0.809372508331486
0.477948677620531,0.584516651197355,0.183677573684099,0.808611242211156
0.476295719324394,0.582594703829244,0.182849370290114,0.807853609046029
0.474656038359185,0.58068511427725,0.182030430517095,0.807099569100088
0.473029462100932,0.578787765583574,0.181220587933456,0.806349083355667
0.471415821088567,0.576902542233256,0.180419680229375,0.805602113495181
0.469814948948093,0.575029330132649,0.179627549086764,0.804858621883439
0.468226682319034,0.573168016588261,0.178844040054211,0.804118571550547
0.466650860783057,0.571318490285944,0.178069002426689,0.803381926175357
0.465087326794715,0.569480641270445,0.177302289129799,0.802648650069444
0.463535925614214,0.567654360925299,0.176543756608356,0.801918708161597
0.461996505242153,0.565839541953059,0.17579326471913,0.801192065982803
0.460468916356146,0.564036078355859,0.175050676627548,0.800468689651691
0.458953012249274,0.562243865416306,0.174315858708195,0.799748545860444
0.457448648770306,0.560462799678696,0.173588680448952,0.799031601861133
0.455955684265608,0.558692778930537,0.1728690143586,0.798317825452482
0.454473979522713,0.556933702184392,0.172156735877761,0.797607184967025
0.453003397715464,0.555185469660018,0.171451723293022,0.796899649258665
0.451543804350697,0.553447982766811,0.17075385765411,0.796195187690595
0.450095067216409,0.551721144086537,0.170063022694003,0.795493770123586
0.44865705633135,0.550004857356361,0.16937910475183,0.794795366904622
0.44722964389601,0.548299027452146,0.168701992698472,0.794099948855866
0.445812704244936,0.546603560372046,0.168031577864735,0.793407487263955
0.444406113800347,0.544918363220356,0.167367753971999,0.7927179538696
0.443009751027008,0.543243344191642,0.16671041706524,0.792031320857489
0.441623496388304,0.541578412555127,0.166059465448328,0.79134756084648
0.440247232303497,0.53992347863934,0.165414799621513,0.790666646880072
0.438880843106114,0.538278453817016,0.164776322221014,0.789988552417144
0.437524215003433,0.536643250490245,0.16414393796062,0.789313251322961
0.436177236037034,0.535017782075869,0.163517553575231,0.788640717860423
0.434839796044383,0.533401962991113,0.162897077766263,0.787970926681562
0.433511786621411,0.531795708639461,0.16228242114884,0.787303852819271
0.432193101086061,0.530198935396755,0.161673496200712,0.786639471679263
0.43088363444277,0.528611560597523,0.161070217212822,0.785977759032245
0.429583283347864,0.52703350252154,0.160472500241472,0.785318691006304
0.428291946075827,0.52546468038059,0.159880263062014,0.784662244079504
0.427009522486429,0.523905014305462,0.159293425124021,0.78400839507267
0.425735913992679,0.522354425333147,0.158711907507873,0.783357121142375
0.424471023529575,0.520812835394243,0.158135632882716,0.782708399774105
0.423214755523647,0.519280167300569,0.157564525465728,0.782062208775604
0.421967015863234,0.517756344732974,0.156998510982656,0.781418526270397
0.420727711869516,0.516241292229345,0.156437516629578,0.780777330691476
0.419496752268239,0.514734935172811,0.155881471035837,0.780138600775148
0.418274047162142,0.513237199780127,0.15533030422811,0.77950231555505
0.417059508004043,0.511748013090259,0.154783947595572,0.778868454356304
0.41585304757059,0.510267302953136,0.154242333856111,0.778236996789828
0.414654579936625,0.508794998018596,0.153705397023567,0.777607922746787
0.413464020450181,0.507331027725496,0.153173072375939,0.776981212393186
0.412281285708059,0.505875322291004,0.152645296424552,0.776356846164593
0.411106293531991,0.504427812700058,0.152122006884129,0.775734804760996
0.409938962945367,0.502988430694993,0.151603142643748,0.775115069141788
0.4087792141505,0.501557108765329,0.151088643738646,0.774497620520865
0.407626968506433,0.500133780137725,0.150578451322849,0.773882440361863
0.406482148507258,0.498718378766086,0.150072507642592,0.773269510373484
0.405344677760928,0.497310839321833,0.149570756010509,0.77265881250496
0.404214480968574,0.495911097184319,0.14907314078056,0.772050328941605
0.403091483904282,0.494519088431395,0.148579607323676,0.771444042100488
0.401975613395339,0.493134749830131,0.148090102004091,0.770839934626198
0.400866797302925,0.491758018827674,0.147604572156351,0.770237989386716
0.399764964503243,0.490388833542252,0.14712296606296,0.769638189469378
0.398670044869075,0.489027132754313,0.146645232932656,0.769040518176936
0.397581969251746,0.487672855897814,0.146171322879293,0.768444959023709
0.396500669463501,0.486325943051626,0.145701186901299,0.767851495731819
0.395426078260259,0.484986334931091,0.145234776861711,0.767260112227523
0.394358129324763,0.48365397287969,0.14477204546875,0.766670792637615
0.393296757250092,0.482328798860862,0.144312946256924,0.766083521285923
0.392241897523535,0.481010755449921,0.143857433568653,0.765498282689877
0.391193486510826,0.479699785826124,0.14340546253638,0.764915061557153
0.390151461440704,0.47839583376484,0.142956989065169,0.7643338427824
0.389115760389829,0.477098843629849,0.142511969815763,0.76375461144403
0.388086322268003,0.475808760365755,0.142070362188102,0.763177352801088
0.387063086803723,0.474525529490514,0.141632124305266,0.762602052290183
0.386045994530032,0.473249097088076,0.141197214997848,0.76202869552249
0.38503498677068,0.471979409801138,0.14076559378874,0.761457268280819
0.384030005626571,0.470716414824007,0.140337220878307,0.760887756516744
0.383030993962499,0.469460059895568,0.139912057129952,0.760320146347795
0.382037895394164,0.468210293292362,0.139490064056056,0.75975442405471
0.381050654275455,0.466967063821764,0.139071203804278,0.759190576078748
0.380069215686006,0.465730320815263,0.1386554391442,0.758628589019056
0.379093525419001,0.464500014121846,0.138242733454324,0.758068449630092
0.378123529969236,0.46327609410148,0.137833050709394,0.757510144819106
0.377159176521428,0.462058511618683,0.137426355468031,0.756953661643667
0.376200412938761,0.460847218036203,0.137022612860694,0.756398987309248
0.375247187751663,0.459642165208781,0.136621788577928,0.755846109166857
0.374299450146823,0.45844330547701,0.136223848858917,0.755295014710721
0.373357149956412,0.457250591661286,0.135828760480309,0.75474569157601
0.37242023764754,0.45606397705584,0.13543649074533,0.754198127536618
0.371488664311911,0.454883415422871,0.135047007473157,0.753652310502979
0.370562381655697,0.453708860986753,0.134660278988551,0.753108228519932
0.369641341989598,0.452540268428333,0.13427627411175,0.752565869764634
0.368725498219118,0.451377592879307,0.133894962148601,0.752025222544503
0.367814803835022,0.450220789916687,0.13351631288093,0.751486275295214
0.366909212903977,0.449069815557338,0.133140296557149,0.750949016578725
0.366008680059393,0.447924626252599,0.132766883883085,0.75041343508135
0.365113160492426,0.446785178882986,0.132396046013027,0.749879519611868
0.364222609943167,0.44565143075296,0.132027754540986,0.749347259099662
0.363336984691996,0.444523339585784,0.131661981492165,0.748816642592905
0.362456241551108,0.443400863518443,0.131298699314622,0.748287659256775
0.361580337856199,0.442283961096644,0.130937880871141,0.747760298371707
0.360709231458312,0.441172591269883,0.13057949943128,0.747234549331673
0.359842880715841,0.440066713386582,0.130223528663612,0.746710401642507
0.358981244486684,0.438966287189304,0.129869942628141,0.746187844920247
0.358124282120545,0.437871272810025,0.129518715768899,0.745666868889522
0.357271953451389,0.436781630765475,0.129169822906707,0.74514746338196
0.356424218790028,0.435697321952554,0.128823239232104,0.744629618334632
0.355581038916853,0.434618307643802,0.128478940298434,0.744113323788518
0.3547423750747,0.433544549482939,0.1281369020151,0.743598569887016
0.353908188961851,0.432476009480465,0.127797100640954,0.743085346874458
0.353078442725164,0.431412650009322,0.127459512777854,0.742573645094673
0.352253098953325,0.430354433800621,0.127124115364349,0.742063454989565
0.351432120670234,0.429301323939423,0.126790885669515,0.741554767097721
0.350615471328504,0.428253283860579,0.126459801286925,0.741047572053043
0.349803114803085,0.427210277344634,0.126130840128755,0.740541860583406
0.348995015384999,0.426172268513782,0.125803980420014,0.740037623509342
0.348191137775195,0.425139221827881,0.125479200692905,0.739534851742743
0.347391447078508,0.424111102080518,0.125156479781314,0.739033536285593
0.346595908797734,0.423087874395133,0.124835796815405,0.738533668228719
0.345804488827809,0.422069504221198,0.124517131216351,0.738035238750564
0.345017153450088,0.42105595733044,0.124200462691162,0.737538239115984
0.344233869326735,0.420047199813125,0.123885771227635,0.737042660675067
0.343454603495207,0.41904319807439,0.12357303708941,0.736548494861967
0.342679323362831,0.418043918830621,0.123262240811126,0.736055733193768
0.341907996701493,0.417049329105885,0.122953363193692,0.735564367269359
0.341140591642402,0.416059396228413,0.122646385299645,0.735074388768334
0.34037707667096,0.41507408782712,0.122341288448614,0.734585789449906
0.339617420621711,0.414093371828185,0.122038054212881,0.734098561151847
0.338861592673389,0.41311721645167,0.121736664413027,0.733612695789441
0.338109562344042,0.412145590208184,0.121437101113679,0.733128185354455
0.337361299486248,0.411178461895596,0.121139346619333,0.73264502191413
0.336616774282408,0.41021580059579,0.120843383470281,0.732163197610186
0.335875957240125,0.409257575671464,0.120549194438602,0.73168270465785
0.335138819187658,0.408303756762969,0.120256762524254,0.731203535344892
0.33440533126946,0.407354313785197,0.119966070951232,0.730725682030683
0.333675464941781,0.406409216924502,0.119677103163814,0.730249137145268
0.332949191968358,0.405468436635669,0.119389842822878,0.729773893188452
0.332226484416171,0.404531943638918,0.119104273802295,0.729299942728904
0.331507314651271,0.403599708916953,0.118820380185397,0.728827278403276
0.330791655334684,0.402671703712046,0.118538146261513,0.728355892915331
0.330079479418372,0.401747899523159,0.118257556522577,0.727885779035095
0.329370760141274,0.400828268103106,0.117978595659802,0.727416929598013
0.328665471025407,0.399912781455754,0.117701248560423,0.726949337504128
0.327963585872032,0.399001411833256,0.117425500304498,0.726482995717261
0.327265078757884,0.398094131733324,0.117151336161784,0.726017897264222
0.326569924031463,0.397190913896535,0.11687874158866,0.725554035234013
0.32587809630939,0.396291731303675,0.116607702225123,0.725091402777065
0.32518957047282,0.395396557173113,0.116338203891838,0.724629993104466
0.324504321663911,0.394505364958218,0.116070232587241,0.724169799487221
0.323822325282358,0.393618128344795,0.115803774484706,0.72371081525551
0.323143556981973,0.39273482124857,0.115538815929764,0.723253033797962
0.322467992667333,0.391855417812696,0.115275343437373,0.722796448560944
0.32179560849047,0.390979892405297,0.115013343689241,0.722341053047857
0.321126380847623,0.39010821961704,0.114752803531209,0.721886840818443
0.320460286376037,0.389240374258742,0.114493709970669,0.721433805488103
0.319797301950817,0.388376331359003,0.114236050174041,0.720981940727231
0.31913740468183,0.387516066161875,0.113979811464302,0.720531240260549
0.318480571910655,0.386659554124554,0.113724981318547,0.720081697866462
0.317826781207587,0.385806770915106,0.113471547365608,0.719633307376412
0.317176010368679,0.384957692410221,0.113219497383719,0.719186062674255
0.316528237412843,0.384112294692997,0.11296881929821,0.718739957695635
0.315883440578985,0.383270554050747,0.112719501179265,0.718294986427375
0.31524159832319,0.382432446972836,0.112471531239702,0.717851142906879
0.314602689315954,0.38159795014855,0.112224897832808,0.717408421221531
0.313966692439454,0.380767040464986,0.111979589450206,0.71696681550812
0.313333586784862,0.379939695004971,0.111735594719766,0.716526319952261
0.312703351649699,0.379115891045002,0.111492902403551,0.716086928787829
0.31207596653524,0.378295606053223,0.111251501395803,0.7156486362964
0.311451411143942,0.377478817687416,0.111011380720963,0.715211436806706
0.310829665376923,0.376665503793023,0.110772529531731,0.714775324694089
0.31021070933148,0.375855642401188,0.110534937107158,0.71434029437997
0.30959452329864,0.375049211726832,0.11029859285077,0.713906340331323
0.308981087760749,0.374246190166739,0.110063486288734,0.713473457060156
0.308370383389102,0.373446556297678,0.10982960706805,0.713041639123003
0.307762391041604,0.372650288874541,0.109596944954774,0.712610881120421
0.307157091760466,0.371857366828505,0.109365489832281,0.712181177696492
0.306554466769944,0.371067769265218,0.109135231699549,0.711752523538337
0.305954497474098,0.370281475463008,0.108906160669482,0.711324913375636
0.3053571654546,0.369498464871108,0.108678266967254,0.710898341980148
0.304762452468562,0.368718717107912,0.108451540928692,0.710472804165251
0.304170340446402,0.367942211959245,0.10822597299868,0.710048294785477
0.303580811489745,0.367168929376657,0.108001553729589,0.709624808736057
0.302993847869347,0.366398849475735,0.107778273779746,0.709202340952475
0.302409432023056,0.36563195253444,0.107556123911917,0.708780886410026
0.3018275465538,0.364868218991462,0.10733509499182,0.708360440123382
0.301248174227605,0.364107629444593,0.107115177986669,0.707940997146159
0.300671297971648,0.363350164649119,0.106896363963738,0.7075225525705
0.300096900872324,0.362595805516239,0.106678644088948,0.70710510152665
0.299524966173356,0.361844533111493,0.106462009625484,0.706688639182554
0.298955477273928,0.361096328653213,0.10624645193243,0.706273160743443
0.298388417726839,0.360351173510996,0.106031962463431,0.705858661451437
0.29782377123669,0.359609049204188,0.105818532765377,0.705445136585153
0.297261521658098,0.358869937400394,0.105606154477105,0.705032581459311
0.29670165299393,0.358133819913999,0.105394819328131,0.704620991424356
0.296144149393568,0.357400678704708,0.105184519137396,0.704210361866073
0.295588995151194,0.356670495876108,0.104975245812037,0.703800688205219
0.295036174704103,0.355943253674243,0.104766991346173,0.703391965897152
0.29448567263104,0.355218934486202,0.104559747819724,0.702984190431468
0.293937473650556,0.354497520838734,0.104353507397231,0.702577357331645
0.293391562619394,0.353778995396868,0.104148262326715,0.702171462154684
0.292847924530894,0.353063340962558,0.103944004938537,0.701766500490766
0.292306544513417,0.352350540473339,0.103740727644292,0.701362467962905
0.291767407828801,0.351640577000999,0.103538422935709,0.700959360226607
