"Xylosandrus morigerus","Sampsonius dampfi","Xyleborus posticus","mutillatus"
0.999989663706464,0.998989973162729,0.884614835608976,0.978949747162251
0.999966258063927,0.996830747289675,0.832204541088663,0.961372206986499
0.999932590970274,0.993824088734676,0.793565940304144,0.945250608723276
0.999889858206232,0.990101287039917,0.762382923057562,0.930164012172172
0.999838808713434,0.985749005423447,0.736057047845257,0.915903730971464
0.99977997748909,0.98083316815174,0.71320711720359,0.902340561272671
0.999713775376172,0.97540788735396,0.692993113299176,0.889384637113328
0.999640532883172,0.969519688601961,0.674858917351498,0.876968788693872
0.999560524693291,0.963209798676032,0.658414048227241,0.865040306250045
0.999473984677085,0.956515498154447,0.643372169113655,0.853556359177338
0.999381115710533,0.949470972848266,0.629516177433407,0.842481225870615
0.999282096422772,0.942107875905673,0.616677032141836,0.831784509215616
0.999177086018282,0.934455713428391,0.604720231264538,0.821439928587237
0.999066227833431,0.92654211786412,0.593536808284224,0.811424468757616
0.998949652028783,0.918393047738621,0.583037128157398,0.801717760201069
0.998827477672268,0.910032937852357,0.573146487691662,0.792301615278202
0.998699814381381,0.901484815545595,0.563801918162136,0.783159672875868
0.998566763638757,0.892770393396826,0.554949812067568,0.774277120622518
0.998428419860979,0.883910145385488,0.546544128895005,0.765640473934424
0.99828487127769,0.874923371365702,0.538545016504309,0.757237397574912
0.998136200662623,0.865828253231295,0.530917736552443,0.749056559606941
0.997982485947477,0.856641905147262,0.523631816106286,0.741087510434689
0.997823800741939,0.84738041952238,0.516660370078631,0.733320581562326
0.997660214777719,0.838058909902655,0.509979554433576,0.725746800052439
0.997491794290429,0.828691551612052,0.503568120733958,0.718357815633611
0.99731860235017,0.819291620712886,0.497407050106148,0.711145838108986
0.997140699149448,0.80987153167492,0.491479250077928,0.704103583235457
0.996958142255299,0.800442874009829,0.485769301658903,0.697224225630501
0.996770986831207,0.791016448032383,0.480263246917063,0.690501357557004
0.996579285833355,0.781602299841714,0.474948409456147,0.683928952661331
0.996383090184934,0.772209755568141,0.469813241820566,0.677501333914152
0.99618244893159,0.762847454898094,0.464847195090421,0.671213145139905
0.995977409380583,0.753523383867805,0.460040606879583,0.665059325628581
0.995768017225799,0.744244906902789,0.455384604687304,0.659035087409381
0.995554316660429,0.735018798072485,0.450871022130796,0.653135894834795
0.995336350478843,0.725851271526188,0.446492326041082,0.647357446179566
0.995114160168978,0.716748011076343,0.442241552765703,0.6416956570045
0.994887785996329,0.707714198897359,0.438112252310666,0.636146645072508
0.994657267080534,0.698754543311732,0.434098439186428,0.630706716635146
0.994422641465358,0.689873305639801,0.430194549010889,0.625372353933562
0.994183946182795,0.681074326094545,0.426395400075513,0.620140203779189
0.99394121731192,0.672361048708127,0.422696159206093,0.615007067097555
0.99369449003303,0.663736545282211,0.419092311352872,0.609969889333731
0.993443798677545,0.655203538359176,0.415579632429961,0.605025751630847
0.993189176774094,0.646764423216248,0.412154164994898,0.600171862704072
0.992930657091154,0.638421288889043,0.408812196418245,0.595405551341823
0.992668271676561,0.630175938235137,0.405550239242634,0.590724259474042
0.992402051894193,0.622029907051903,0.402365013472323,0.586125535754313
0.992132028458065,0.613984482266154,0.399253430569454,0.581607029608611
0.991858231464087,0.60604071921587,0.396212578962992,0.57716648570866
0.991580690419665,0.59819945804671,0.393239710901673,0.572801738832466
0.991299434271345,0.590461339247978,0.390332230503842,0.568510709078505
0.991014491430658,0.582826818354347,0.387487682875623,0.564291397403569
0.990725889798311,0.575296179840879,0.384703744184664,0.560141881457281
0.990433656786864,0.567869550239877,0.381978212590418,0.556060311689037
0.990137819342,0.560546910508735,0.379308999943707,0.552044907705448
0.989838403962516,0.553328107678392,0.376694124178516,0.548093954858508
0.989535436719111,0.546212865812144,0.374131702327869,0.544205801046567
0.989228943272082,0.539200796304587,0.37161994410331,0.540378853711842
0.988918948887987,0.532291407550234,0.369157145984302,0.536611577019687
0.988605478455373,0.525484114011011,0.366741685769686,0.532902489206188
0.988288556499616,0.51877824471138,0.364372017548549,0.529250160081796
0.987968207196944,0.512173051189203,0.362046667052361,0.525653208679813
0.987644454387699,0.505667714929825,0.359764227354232,0.522110301039474
0.987317321588892,0.499261354310084,0.357523354884656,0.518620148114263
0.986986832006093,0.492953031078136,0.35532276573624,0.515181503796831
0.9866530085447,0.486741756394136,0.35316123223263,0.511793163052637
0.98631587382063,0.480626496455925,0.351037579739332,0.508453960155032
0.985975450170477,0.474606177732951,0.348950683696268,0.505162767015093
0.985631759661151,0.468679691830727,0.346899466853844,0.501918491600052
0.985284824099044,0.462845900007203,0.344882896696045,0.498720076434613
0.984934665038757,0.45710363736148,0.342899983035589,0.49556649717991
0.984581303791399,0.451451716714389,0.340949775767569,0.492456761285222
0.984224761432493,0.44588893219952,0.339031362769236,0.489389906707971
0.983865058809514,0.440414062582428,0.337143867934683,0.486365000697797
0.983502216549076,0.435025874324807,0.33528644933419,0.483381138640855
0.983136255063786,0.429723124409631,0.33345829748888,0.480437442960729
0.98276719455879,0.4245045629424,0.331658633752149,0.477533062072628
0.982395055038031,0.419368935542812,0.329886708790057,0.474667169387736
0.982019856310214,0.414314985540445,0.328141801153528,0.47183896236484
0.981641617994527,0.409341455987261,0.326423215935803,0.469047661606519
0.981260359526103,0.404447091499026,0.324730283509122,0.466292509997384
0.980876100161248,0.399630639937072,0.323062358335112,0.463572771882012
0.980488858982452,0.394890853941155,0.321418817843798,0.460887732280391
0.980098654903183,0.39022649232353,0.319799061376552,0.458236696138798
0.979705506672484,0.385636321333794,0.318202509188675,0.455618987614213
0.979309432879383,0.381119115803434,0.31662860150762,0.453033949390456
0.978910451957115,0.376673660178528,0.315076797643205,0.450480942024362
0.978508582187182,0.372298749448475,0.313546575146411,0.447959343320416
0.97810384170324,0.367993189978203,0.312037429013626,0.445468547732363
0.977696248494846,0.363755800250786,0.310548870933442,0.443007965790404
0.977285820411037,0.359585411527004,0.309080428573302,0.440577023552657
0.976872575163792,0.355480868427947,0.307631644903514,0.438175162079673
0.97645653033134,0.351441029446377,0.306202077556313,0.435801836930827
0.976037703361351,0.347464767392205,0.304791298217821,0.433456517681515
0.975616111574007,0.343550969777064,0.303398892050912,0.431138687460117
0.975191772164949,0.339698539142675,0.302024457147119,0.428847842503764
0.974764702208123,0.335906393337348,0.300667604005865,0.426583491732
0.97433491865851,0.332173465744714,0.299327955039387,0.424345156337477
0.973902438354765,0.328498705468471,0.298005144101885,0.422132369392869
0.973467278021753,0.324881077476703,0.296698816041458,0.41994467547324
0.973029454272994,0.321319562709082,0.295408626273556,0.417781630293149
0.972588983613021,0.317813158150014,0.294134240374704,0.415642800357788
0.972145882439655,0.31436087687062,0.292875333695363,0.413527762627533
0.971700167046193,0.310961748042209,0.291631590990877,0.411436104195271
0.971251853623528,0.30761481692373,0.290402706069478,0.409367421975933
0.970800958262185,0.30431914482552,0.289188381456448,0.407321322407688
0.970347496954294,0.301073809051478,0.287988328073539,0.405297421164267
0.969891485595487,0.297877902821682,0.286802264932837,0.403295342877928
0.96943293998674,0.294730535177283,0.285629918844309,0.401314720872603
0.968971875836141,0.291630830869397,0.284471024136293,0.399355196906766
0.968508308760607,0.288577930233602,0.28332532238827,0.397416420925612
0.968042254287536,0.285570989051488,0.282192562175272,0.395498050822142
0.96757372785641,0.282609178400666,0.281072498823321,0.393599752206781
0.967102744820341,0.279691684494464,0.279964894175356,0.391721198185155
0.966629320447564,0.276817708512505,0.278869516367085,0.389862069143693
0.966153469922886,0.273986466423242,0.277786139612296,0.388022052542726
0.965675208349084,0.271197188799451,0.276714543997137,0.386200842716768
0.965194550748259,0.268449120627599,0.275654515282921,0.384398140681688
0.964711512063143,0.265741521111953,0.274605844717048,0.382613653948488
0.96422610715837,0.263073663474188,0.273568328851642,0.380847096343415
0.963738350821703,0.260444834749249,0.272541769369532,0.379098187834163
0.963248257765218,0.257854335578105,0.271525972917228,0.377366654361909
0.962755842626457,0.25530147999801,0.270520750944552,0.375652227678957
0.962261119969544,0.252785595230841,0.269525919550622,0.373954645191764
0.961764104286259,0.25030602147002,0.268541299335879,0.37227364980914
0.961264809997091,0.247862111666481,0.26756671525989,0.370608989795424
0.960763251452243,0.245453231314129,0.266601996504643,0.368960418628431
0.96025944293262,0.243078758235162,0.265646976343102,0.367327694861995
0.959753398650778,0.240738082365634,0.264701492012766,0.365710581992935
0.959245132751848,0.238430605541568,0.263765384594024,0.364108848332264
0.958734659314432,0.236155741285923,0.262838498893071,0.362522266880496
0.958221992351465,0.233912914596671,0.261920683329199,0.360950615206877
0.957707145811063,0.231701561736241,0.261011789826262,0.359393675332418
0.957190133577338,0.229521130022537,0.260111673708136,0.357851233616568
0.956670969471187,0.227371077621721,0.259220193597991,0.3563230806474
0.956149667251063,0.22525087334295,0.258337211321229,0.354809011135191
0.95562624061372,0.223159996435212,0.257462591811908,0.353308823809249
0.955100703194937,0.2210979363864,0.256596203022521,0.351822321317898
0.954573068570222,0.219064192724753,0.255737915836976,0.350349310131485
0.95404335025549,0.217058274822764,0.254887603986659,0.348889600448309
0.953511561707732,0.215079701703654,0.254045143969424,0.347443006103367
0.952977716325651,0.213128001850489,0.25321041497142,0.346009344479827
0.952441827450294,0.211202713018013,0.252383298791614,0.344588436423107
0.951903908365652,0.209303382047255,0.251563679768911,0.343180106157503
0.951363972299255,0.207429564682953,0.250751444711766,0.341784181205242
0.950822032422741,0.205580825393842,0.249946482830179,0.340400492307908
0.950278101852415,0.20375673719584,0.24914868566999,0.339028873350133
0.94973219364979,0.201956881478139,0.248357947049366,0.337669161285498
0.949184320822112,0.200180847832239,0.247574162997411,0.336321196064547
0.948634496322869,0.198428233883922,0.246797231694802,0.334984820564864
0.948082733052294,0.196698645128173,0.246027053416376,0.333659880523122
0.947529043857841,0.194991694767049,0.245263530475598,0.332346224469064
0.94697344153466,0.193307003550491,0.244506567170824,0.33104370366132
0.946415938826054,0.191644199620068,0.243756069733305,0.329752172025028
0.945856548423918,0.190002918355635,0.243011946276855,0.328471486091185
0.94529528296918,0.188382802224897,0.242274106749122,0.327201504937668
0.944732155052214,0.186783500635847,0.24154246288441,0.325942090131888
0.944167177213254,0.185204669792065,0.240816928157979,0.324693105674998
0.943600361942791,0.183645972550842,0.240097417741778,0.323454417947635
0.943031721681962,0.182107078284108,0.239383848461562,0.322225895657118
0.942461268822926,0.180587662742131,0.238676138755327,0.321007409786075
0.94188901570923,0.179087407919949,0.237974208633027,0.319798833542449
0.941314974636173,0.177606001926513,0.237277979637527,0.318600042310832
0.940739157851147,0.176143138856491,0.236587374806739,0.317410913605098
0.940161577553982,0.17469851866471,0.235902318636902,0.316231327022278
0.939582245897274,0.173271847043186,0.235222737046969,0.31506116419766
0.939001174986708,0.171862835300713,0.234548557344058,0.313900308761052
0.93841837688137,0.170471200244965,0.233879708189928,0.312748646294191
0.937833863594056,0.169096664067079,0.233216119568448,0.311606064289254
0.937247647091566,0.167738954228662,0.23255772275402,0.310472452108435
0.936659739294998,0.166397803351206,0.231904450280929,0.30934770094457
0.93607015208003,0.165072949107847,0.23125623591358,0.308231703782755
0.935478897277195,0.163764134117438,0.230613014617595,0.307124355362951
0.934885986672151,0.162471105840891,0.229974722531747,0.306025552143529
0.934291432005943,0.161193616479756,0.229341296940689,0.304935192265735
0.93369524497526,0.159931422876973,0.228712676248465,0.303853175519049
0.933097437232685,0.158684286419784,0.228088799952766,0.302779403307405
0.932498020386936,0.157451972944745,0.227469608619917,0.301713778616255
0.931897006003107,0.156234252644799,0.226855043860551,0.300656205980439
0.931294405602898,0.155030899978381,0.22624504830598,0.299606591452861
0.930690230664842,0.1538416935805,0.2256395655852,0.298564842573918
0.930084492624528,0.152666416175766,0.225038540302546,0.297530868341684
0.929477202874813,0.151504854493328,0.224441918015951,0.296504579182816
0.928868372766037,0.150356799183667,0.223849645215799,0.295485886924167
0.928258013606225,0.149222044737224,0.223261669304354,0.294474704765073
0.927646136661294,0.148100389404817,0.222677938575744,0.293470947250322
0.927032753155241,0.146991635119801,0.222098402196482,0.29247453024375
0.926417874270344,0.145895587421953,0.221523010186504,0.291485370902476
0.925801511147343,0.144812055383031,0.22095171340072,0.290503387651743
0.925183674885628,0.143740851533969,0.220384463511045,0.289528500160357
0.924564376543415,0.14268179179369,0.219821212988905,0.288560629316694
0.923943627137925,0.141634695399479,0.219261915088206,0.287599697205274
0.923321437645552,0.140599384838905,0.218706523828741,0.286645627083879
0.922697819002034,0.139575685783233,0.218154993980028,0.2856983433612
0.922072782102615,0.138563427022324,0.217607281045571,0.284757771575005
0.921446337802208,0.137562440400957,0.217063341247519,0.283823838370797
0.920818496915551,0.136572560756568,0.216523131511722,0.282896471480977
0.920189270217359,0.13559362585836,0.215986609453161,0.281975599704465
0.91955866844248,0.134625476347759,0.215453733361754,0.281061152886799
0.918926702286039,0.133667955680182,0.214924462188517,0.280153061900671
0.918293382403585,0.132720910068096,0.214398755532071,0.279251258626911
0.917658719411229,0.131784188425321,0.213876573625484,0.27835567593589
0.917022723885789,0.130857642312577,0.21335787732345,0.277466247669345
0.91638540636492,0.129941125884216,0.212842628089769,0.276582908622604
0.915746777347254,0.129034495836136,0.212330787985153,0.275705594527205
0.915106847292525,0.128137611354834,0.211822319655315,0.274834242033899
0.914465626621703,0.127250334067587,0.211317186319361,0.27396878869603
0.913823125717117,0.126372527993722,0.210815351758453,0.273109172953273
0.913179354922579,0.125504059496952,0.210316780304758,0.272255334115733
0.912534324543506,0.124644797238768,0.209821436830653,0.271407212348381
0.911888044847043,0.123794612132841,0.209329286738192,0.270564748655837
0.911240526062172,0.122953377300427,0.208840295948826,0.269727884867474
0.910591778379837,0.122120968026745,0.208354430893365,0.26889656362284
0.909941811953048,0.121297261718312,0.207871658502178,0.268070728357404
0.909290636897002,0.120482137861198,0.207391946195624,0.267250323288588
0.908638263289182,0.119675477980202,0.206915261874705,0.266435293402111
0.907984701169474,0.118877165598909,0.206441573911941,0.265625584438612
0.907329960540267,0.118087086200616,0.205970851142454,0.264821142880562
0.906674051366559,0.117305127190107,0.20550306285526,0.264021915939442
0.906016983576059,0.116531177856256,0.205038178784757,0.263227851543198
0.905358767059291,0.115765129335439,0.204576169102417,0.262438898323952
0.904699411669688,0.115006874575733,0.204117004408657,0.26165500560597
0.904038927223695,0.114256308301897,0.203660655724905,0.260876123393875
0.903377323500864,0.113513326981092,0.203207094485838,0.260102202361112
0.902714610243945,0.112777828789359,0.202756292531797,0.259333193838639
0.902050797158988,0.112049713578794,0.202308222101376,0.258569049803853
0.901385893915427,0.111328882845446,0.201862855824172,0.257809722869748
0.900719910146179,0.11061523969789,0.201420166713698,0.257055166274283
0.900052855447728,0.10990868882648,0.200980128160452,0.25630533386997
0.899384739380215,0.10920913647325,0.200542713925144,0.255560180113677
0.89871557146753,0.108516490402465,0.200107898132064,0.25481966005662
0.898045361197394,0.107830659871791,0.199675655262602,0.254083729334577
0.897374118021446,0.107151555604078,0.199245960148905,0.253352344158278
0.896701851355329,0.106479089759749,0.198818787967674,0.252625461303996
0.89602857057877,0.105813175909761,0.198394114234094,0.251903038104325
0.895354285035668,0.105153729009147,0.197971914795899,0.251185032439129
0.894679004034172,0.104500665371107,0.197552165827554,0.250471402726687
0.894002736846763,0.103853902641656,0.197134843824572,0.249762107914993
0.893325492710334,0.103213359774791,0.196719925597951,0.249057107473238
0.892647280826269,0.10257895700819,0.196307388268718,0.248356361383455
0.891968110360524,0.101950615839409,0.195897209262603,0.247659830132319
0.891287990443698,0.101328259002589,0.195489366304817,0.24696747470312
0.89060693017112,0.100711810445635,0.195083837414937,0.246279256567875
0.889924938602917,0.100101195307878,0.194680600901905,0.2455951376796
0.889242024764093,0.099496339898204,0.194279635359126,0.244915080464728
0.888558197644604,0.0988971716736224,0.193880919659669,0.244239047815675
0.887873466199433,0.0983036192182942,0.193484432951568,0.243567003083537
0.887187839348663,0.0977156122229828,0.193090154653215,0.242898910070938
0.886501325977549,0.0971330814649311,0.192698064448854,0.242234733025004
0.885813934936594,0.0965559587881533,0.192308142284164,0.241574436630472
0.885125675041617,0.0959841770841295,0.191920368361928,0.240917986002928
0.88443655507383,0.0954176702728976,0.191534723137796,0.240265346682176
0.883746583779904,0.0948563732845291,0.191151187316131,0.239616484625717
0.883055769872045,0.0943002220409858,0.190769741845935,0.238971366202367
0.882364122028058,0.0937491534383435,0.19039036791686,0.23832995818598
0.881671648891425,0.0932031053293778,0.190013046955301,0.237692227749288
0.880978359071367,0.0926620165065032,0.189637760620561,0.237058142457862
0.880284261142918,0.0921258266850561,0.189264490801096,0.236427670264177
0.879589363646991,0.0915944764869175,0.188893219610831,0.235800779501785
0.878893675090451,0.0910679074244629,0.188523929385551,0.235177438879596
0.878197203946176,0.0905460618848374,0.188156602679362,0.234557617476266
0.877499958653133,0.0900288831145451,0.187791222261218,0.233941284734679
0.87680194761644,0.0895163152043465,0.187427771111524,0.233328410456537
0.876103179207436,0.0890083030744597,0.187066232418792,0.232718964797037
0.875403661763745,0.0885047924600536,0.186706589576374,0.232112918259653
0.874703403589348,0.088005729897032,0.186348826179248,0.231510241691009
0.874002412954646,0.0875110627081003,0.185992926020873,0.230910906275837
0.873300698096527,0.0870207389891053,0.185638873090099,0.230314883532029
0.872598267218432,0.0865347075956485,0.18528665156814,0.229722145305782
0.871895128490423,0.0860529181299605,0.184936245825598,0.229132663766818
0.871191290049247,0.0855753209280367,0.184587640419552,0.228546411403693
0.870486759998401,0.0851018670470221,0.184240820090693,0.227963361019192
0.869781546408201,0.0846325082528469,0.183895769760519,0.227383485725796
0.869075657315845,0.0841671970081009,0.183552474528581,0.226806758941237
0.868369100725476,0.0837058864601472,0.183210919669776,0.226233154384121
0.867661884608255,0.0832485304294649,0.182871090631698,0.225662646069638
0.866954016902415,0.0827950833982192,0.18253297303203,0.225095208305331
0.866245505513337,0.0823455004990542,0.18219655265599,0.224530815686955
0.865536358313608,0.0818997375041007,0.181861815453822,0.223969443094392
0.864826583143088,0.0814577508141972,0.181528747538332,0.223411065687645
0.864116187808975,0.0810194974483181,0.181197335182468,0.222855658902896
0.863405180085868,0.0805849350332051,0.18086756481695,0.222303198448634
0.862693567715836,0.0801540217931975,0.180539423027934,0.221753660301848
0.861981358408478,0.0797267165402575,0.180212896554726,0.221207020704278
0.861268559840989,0.0793029786641849,0.17988797228753,0.220663256158741
0.860555179658226,0.0788827681230186,0.179564637265247,0.220122343425508
0.859841225472773,0.0784660454336213,0.1792428786733,0.219584259518748
0.859126704865002,0.0780527716624417,0.178922683841509,0.219048981703029
0.858411625383142,0.0776429084164519,0.178604040241996,0.218516487489875
0.857695994543339,0.077236417834256,0.178286935487134,0.217986754634386
0.856979819829726,0.0768332625773661,0.177971357327524,0.217459761131909
0.856263108694484,0.0764334058216424,0.177657293650018,0.216935485214764
0.855545868557905,0.0760368112488936,0.177344732475764,0.21641390534903
0.854828106808463,0.0756434430386345,0.177033661958298,0.215895000231373
0.854109830802872,0.0752532658599979,0.17672407038166,0.215378748785936
0.853391047866157,0.0748662448637972,0.176415946158546,0.214865130161276
0.852671765291711,0.0744823456747351,0.176109277828493,0.214354123727347
0.851951990341368,0.0741015343837595,0.175804054056093,0.213845709072539
0.851231730245463,0.0737237775405579,0.175500263629242,0.21333986600076
0.850510992202898,0.0733490421461934,0.175197895457411,0.212836574528565
0.849789783381209,0.0729772956458733,0.174896938569956,0.212335814882335
0.849068110916628,0.0726085059218532,0.17459738211445,0.211837567495498
0.848345981914149,0.0722426412864698,0.174299215355045,0.211341813005794
0.847623403447597,0.0718796704753021,0.174002427670866,0.210848532252585
0.846900382559687,0.0715195626404567,0.173707008554424,0.210357706274211
0.846176926262096,0.0711622873439754,0.173412947610063,0.209869316305379
0.845453041535523,0.0708078145513639,0.17312023455243,0.209383343774603
0.844728735329758,0.0704561146252368,0.172828859204967,0.20889977030168
0.844004014563747,0.0701071583190774,0.172538811498439,0.208418577695201
0.843278886125656,0.0697609167711115,0.172250081469474,0.207939747950114
0.842553356872941,0.06941736149829,0.171962659259133,0.20746326324531
0.841827433632411,0.0690764643903812,0.171676535111506,0.206989105941257
0.841101123200292,0.0687381977041676,0.171391699372325,0.206517258577668
0.8403744323423,0.0684025340577481,0.171108142487605,0.206047703871201
0.839647367793699,0.0680694464249407,0.170825855002305,0.205580424713202
0.838919936259375,0.0677389081297861,0.170544827559012,0.205115404167478
0.838192144413899,0.0674108928411474,0.170265050896642,0.204652625468105
0.837463998901593,0.0670853745674075,0.169986515849171,0.204192072017269
0.836735506336597,0.0667623276512594,0.169709213344376,0.203733727383143
0.836006673302939,0.0664417267645883,0.169433134402606,0.203277575297792
0.835277506354598,0.0661235469034446,0.169158270135563,0.202823599655115
0.834548012015573,0.0658077633831044,0.168884611745113,0.202371784508813
0.833818196779953,0.0654943518332183,0.168612150522108,0.201922114070392
0.833088067111979,0.0651832881930427,0.16834087784523,0.201474572707194
0.832357629446114,0.064874548706757,0.16807078517985,0.201029144940456
